comment_id,seg_id,rb_seg_text,uns_seg_text,hyb_seg_text,seg_text,rb_terms_raw,unsup_terms_raw,hyb_terms_raw,rb_terms,unsup_terms,hyb_terms,silver_terms_raw,n_silver_raw,rule_based_prec_raw,rule_based_rec_raw,unsupervised_prec_raw,unsupervised_rec_raw,hybrid_topk_prec_raw,hybrid_topk_rec_raw
11,5,Terus ada juga tenaga surya itu lebih cocok untuk daerah-daerah yang punya padang yang cukup luas seperti daerah NTT NTB dan Sumba..,Terus ada juga tenaga surya itu lebih cocok untuk daerah-daerah yang punya padang yang cukup luas seperti daerah NTT NTB dan Sumba..,Terus ada juga tenaga surya itu lebih cocok untuk daerah-daerah yang punya padang yang cukup luas seperti daerah NTT NTB dan Sumba..,Terus ada juga tenaga surya itu lebih cocok untuk daerah-daerah yang punya padang yang cukup luas seperti daerah NTT NTB dan Sumba..,"['tenaga surya cocok', 'surya', 'daerah-daerah', 'padang', 'daerah ntt', 'ntt', 'ntb', 'sumba', 'tenaga']","['surya', 'tenaga', 'daerah', 'luas']","['daerah ntt', 'daerah daerah', 'daerah']","['tenaga surya cocok', 'surya', 'daerah-daerah', 'padang', 'daerah ntt', 'ntt', 'ntb', 'sumba', 'tenaga']","['surya', 'tenaga', 'daerah', 'luas']","['daerah ntt', 'daerah daerah', 'daerah']","['surya', 'tenaga']",2,0.2222222222222222,1.0,0.5,1.0,0.0,0.0
11,6,begitu juga tenaga angin.,begitu juga tenaga angin.,begitu juga tenaga angin.,begitu juga tenaga angin.,"['tenaga angin', 'angin']","['tenaga', 'angin']","['tenaga angin', 'angin', 'tenaga']","['tenaga angin', 'angin']","['tenaga', 'angin']","['tenaga angin', 'angin', 'tenaga']",['angin'],1,0.5,1.0,0.5,1.0,0.3333333333333333,1.0
11,7,"Nah tenaga angin itu bisa juga di daerah-daerah yang punya dataran lebih tinggi, seperti daerah Timur Indonesia macam Papua","Nah tenaga angin itu bisa juga di daerah-daerah yang punya dataran lebih tinggi, seperti daerah Timur Indonesia macam Papua","Nah tenaga angin itu bisa juga di daerah-daerah yang punya dataran lebih tinggi, seperti daerah Timur Indonesia macam Papua","Nah tenaga angin itu bisa juga di daerah-daerah yang punya dataran lebih tinggi, seperti daerah Timur Indonesia macam Papua","['tenaga angin', 'angin', 'daerah-daerah', 'dataran', 'daerah timur', 'timur', 'indonesia', 'papua', 'daerah']","['indonesia', 'daerah', 'tenaga', 'angin']","['papua', 'daerah timur', 'daerah daerah']","['tenaga angin', 'angin', 'daerah-daerah', 'dataran', 'daerah timur', 'timur', 'indonesia', 'papua', 'daerah']","['indonesia', 'daerah', 'tenaga', 'angin']","['papua', 'daerah timur', 'daerah daerah']","['angin', 'daerah', 'indonesia']",3,0.3333333333333333,1.0,0.75,1.0,0.0,0.0
12,0,"Betul bahwa proporsinya akan berbeda-beda tergantung geografi/lokasi dan ngomong-ngomong tentang proporsi, semua jenis yang disebut bisa diaplikasikan bersamaan","Betul bahwa proporsinya akan berbeda-beda tergantung geografi/lokasi dan ngomong-ngomong tentang proporsi, semua jenis yang disebut bisa diaplikasikan bersamaan","Betul bahwa proporsinya akan berbeda-beda tergantung geografi/lokasi dan ngomong-ngomong tentang proporsi, semua jenis yang disebut bisa diaplikasikan bersamaan","Betul bahwa proporsinya akan berbeda-beda tergantung geografi/lokasi dan ngomong-ngomong tentang proporsi, semua jenis yang disebut bisa diaplikasikan bersamaan","['proporsi', 'geografi lokasi', 'lokasi', 'bicara-bicara', 'jenis', 'geografi']",['lokasi'],"['geografi lokasi', 'geografi', 'lokasi']","['proporsi', 'geografi lokasi', 'lokasi', 'bicara-bicara', 'jenis', 'geografi']",['lokasi'],"['geografi lokasi', 'geografi', 'lokasi']",['lokasi'],1,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0
12,1,karena Indonesia tidak unggul dalam suatu jenis energi terbarukan saja (,karena Indonesia tidak unggul dalam suatu jenis energi terbarukan saja (,karena Indonesia tidak unggul dalam suatu jenis energi terbarukan saja (,karena Indonesia tidak unggul dalam suatu jenis energi terbarukan saja (,"['indonesia', 'jenis energi', 'energi terbarukan', 'jenis']","['energi_terbarukan', 'indonesia']",['jenis'],"['indonesia', 'jenis energi', 'energi terbarukan', 'jenis']","['energi_terbarukan', 'indonesia']",['jenis'],['indonesia'],1,0.25,1.0,0.5,1.0,0.0,0.0
12,2,misalnya walaupun Indo di daerah khatulistiwa,misalnya walaupun Indo di daerah khatulistiwa,misalnya walaupun Indo di daerah khatulistiwa,misalnya walaupun Indo di daerah khatulistiwa,"['indonesia', 'daerah khatulistiwa', 'khatulistiwa']","['indonesia', 'daerah']","['daerah khatulistiwa', 'khatulistiwa']","['indonesia', 'daerah khatulistiwa', 'khatulistiwa']","['indonesia', 'daerah']","['daerah khatulistiwa', 'khatulistiwa']",['indonesia'],1,0.3333333333333333,1.0,0.5,1.0,0.0,0.0
12,3,tapi paparan sinar mataharinya di ground level tidak maksimal,tapi paparan sinar mataharinya di ground level tidak maksimal,tapi paparan sinar mataharinya di ground level tidak maksimal,tapi paparan sinar mataharinya di ground level tidak maksimal,"['paparan sinar', 'sinar matahari', 'matahari', 'ground level', 'level', 'paparan']","['level', 'ground', 'paparan', 'sinar']","['ground level', 'paparan sinar', 'level']","['paparan sinar', 'sinar matahari', 'matahari', 'ground level', 'level', 'paparan']","['level', 'ground', 'paparan', 'sinar']","['ground level', 'paparan sinar', 'level']","['level', 'paparan']",2,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.5
12,4,karena juga berawan).,karena juga berawan).,karena juga berawan).,karena juga berawan).,['berawan'],[],['berawan'],['berawan'],[],['berawan'],[],0,0.0,0.0,1.0,1.0,0.0,0.0
12,5,"BTW energi nuklir tidak terbarukan, yang bisa adalah dianggap green dan berguna dalam skema transisi energi dari fosil ke renewables.","BTW energi nuklir tidak terbarukan, yang bisa adalah dianggap green dan berguna dalam skema transisi energi dari fosil ke renewables.","BTW energi nuklir tidak terbarukan, yang bisa adalah dianggap green dan berguna dalam skema transisi energi dari fosil ke renewables.","BTW energi nuklir tidak terbarukan, yang bisa adalah dianggap green dan berguna dalam skema transisi energi dari fosil ke renewables.","['energi', 'energi nuklir', 'nuklir', 'green', 'skema transisi', 'transisi energi', 'fosil', 'renewables', 'skema']","['green', 'energi', 'nuklir', 'fosil']","['renewables', 'green', 'transisi energi']","['energi', 'energi nuklir', 'nuklir', 'green', 'skema transisi', 'transisi energi', 'fosil', 'renewables', 'skema']","['green', 'energi', 'nuklir', 'fosil']","['renewables', 'green', 'transisi energi']","['energi', 'fosil', 'green', 'nuklir']",4,0.4444444444444444,1.0,1.0,1.0,0.3333333333333333,0.25
12,6,Idealnya juga bahwa Indonesia punya supergrid yang menyambungkan listrik antar pulau di seluruh Indonesia.,Idealnya juga bahwa Indonesia punya supergrid yang menyambungkan listrik antar pulau di seluruh Indonesia.,Idealnya juga bahwa Indonesia punya supergrid yang menyambungkan listrik antar pulau di seluruh Indonesia.,Idealnya juga bahwa Indonesia punya supergrid yang menyambungkan listrik antar pulau di seluruh Indonesia.,"['ideal', 'indonesia', 'supergrid', 'listrik', 'pulau']","['indonesia', 'pulau', 'listrik']","['ideal', 'supergrid']","['ideal', 'indonesia', 'supergrid', 'listrik', 'pulau']","['indonesia', 'pulau', 'listrik']","['ideal', 'supergrid']","['indonesia', 'listrik', 'pulau']",3,0.6,1.0,1.0,1.0,0.0,0.0
13,0,"Kalau soal green apa nggaknya, saya kira yang paling green itu kemungknan yang biomass.","Kalau soal green apa nggaknya, saya kira yang paling green itu kemungknan yang biomass.","Kalau soal green apa nggaknya, saya kira yang paling green itu kemungknan yang biomass.","Kalau soal green apa nggaknya, saya kira yang paling green itu kemungknan yang biomass.","['green setidak', 'green', 'setidak']",['green'],"['green', 'green setidak', 'setidak']","['green setidak', 'green', 'setidak']",['green'],"['green', 'green setidak', 'setidak']",['green'],1,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0
13,1,Pembangkit listrik tenaga surya mungkin terlihat green.,Pembangkit listrik tenaga surya mungkin terlihat green.,Pembangkit listrik tenaga surya mungkin terlihat green.,Pembangkit listrik tenaga surya mungkin terlihat green.,"['pembangkit listrik', 'listrik tenaga', 'tenaga surya', 'surya', 'green', 'pembangkit']","['green', 'surya', 'tenaga', 'listrik', 'pembangkit']",['green'],"['pembangkit listrik', 'listrik tenaga', 'tenaga surya', 'surya', 'green', 'pembangkit']","['green', 'surya', 'tenaga', 'listrik', 'pembangkit']",['green'],"['green', 'pembangkit', 'surya']",3,0.5,1.0,0.6,1.0,1.0,0.3333333333333333
13,2,Tapi dalam proses pembuatan panel surya itu nggak green.,Tapi dalam proses pembuatan panel surya itu nggak green.,Tapi dalam proses pembuatan panel surya itu nggak green.,Tapi dalam proses pembuatan panel surya itu nggak green.,"['proses pembuatan', 'pembuatan panel', 'panel surya', 'surya', 'green']","['green', 'surya', 'panel', 'proses']","['green', 'pembuatan panel', 'proses pembuatan']","['proses pembuatan', 'pembuatan panel', 'panel surya', 'surya', 'green']","['green', 'surya', 'panel', 'proses']","['green', 'pembuatan panel', 'proses pembuatan']","['green', 'surya']",2,0.4,1.0,0.5,1.0,0.3333333333333333,0.5
13,3,"Karena panel surya ini dibuat dari semikonduktor, yang mana bahan bakunya juga merupakan hasil tambang.","Karena panel surya ini dibuat dari semikonduktor, yang mana bahan bakunya juga merupakan hasil tambang.","Karena panel surya ini dibuat dari semikonduktor, yang mana bahan bakunya juga merupakan hasil tambang.","Karena panel surya ini dibuat dari semikonduktor, yang mana bahan bakunya juga merupakan hasil tambang.","['panel surya', 'surya', 'semikonduktor', 'bahan baku', 'baku', 'hasil tambang', 'tambang', 'panel', 'bahan', 'hasil']","['surya', 'panel', 'bahan', 'hasil']","['semikonduktor', 'hasil tambang', 'hasil']","['panel surya', 'surya', 'semikonduktor', 'bahan baku', 'baku', 'hasil tambang', 'tambang', 'panel', 'bahan', 'hasil']","['surya', 'panel', 'bahan', 'hasil']","['semikonduktor', 'hasil tambang', 'hasil']","['bahan', 'hasil', 'panel', 'surya']",4,0.4,1.0,1.0,1.0,0.3333333333333333,0.25
13,4,"Mulai dari pemurnian bahan baku untuk semikonduktornya, hingga menjadi produk berupa photovoltaic itu energi yang dibutuhkan sangat besar.","Mulai dari pemurnian bahan baku untuk semikonduktornya, hingga menjadi produk berupa photovoltaic itu energi yang dibutuhkan sangat besar.","Mulai dari pemurnian bahan baku untuk semikonduktornya, hingga menjadi produk berupa photovoltaic itu energi yang dibutuhkan sangat besar.","Mulai dari pemurnian bahan baku untuk semikonduktornya, hingga menjadi produk berupa photovoltaic itu energi yang dibutuhkan sangat besar.","['pemurnian bahan', 'bahan baku', 'baku', 'semikonduktor', 'produk', 'photovoltaic energi', 'energi', 'pemurnian', 'photovoltaic']","['energi', 'bahan']","['photovoltaic energi', 'photovoltaic', 'produk']","['pemurnian bahan', 'bahan baku', 'baku', 'semikonduktor', 'produk', 'photovoltaic energi', 'energi', 'pemurnian', 'photovoltaic']","['energi', 'bahan']","['photovoltaic energi', 'photovoltaic', 'produk']",['energi'],1,0.1111111111111111,1.0,0.5,1.0,0.0,0.0
13,5,Saya kira biomass yang bisa disebut paling green.,Saya kira biomass yang bisa disebut paling green.,Saya kira biomass yang bisa disebut paling green.,Saya kira biomass yang bisa disebut paling green.,"['biomass', 'green']",['green'],"['biomass', 'green']","['biomass', 'green']",['green'],"['biomass', 'green']",['green'],1,0.5,1.0,1.0,1.0,0.5,1.0
14,0,"Nuklir menurut saya cocok buat daerah yang stabil, seperti di Kalimantan.","Nuklir menurut saya cocok buat daerah yang stabil, seperti di Kalimantan.","Nuklir menurut saya cocok buat daerah yang stabil, seperti di Kalimantan.","Nuklir menurut saya cocok buat daerah yang stabil, seperti di Kalimantan.","['nuklir', 'daerah', 'kalimantan']","['nuklir', 'daerah', 'kalimantan']","['nuklir', 'daerah', 'kalimantan']","['nuklir', 'daerah', 'kalimantan']","['nuklir', 'daerah', 'kalimantan']","['nuklir', 'daerah', 'kalimantan']","['daerah', 'kalimantan', 'nuklir']",3,1.0,1.0,1.0,1.0,1.0,1.0
14,1,Selain itu antara hydro dam dan solar panel atau molten salt.,Selain itu antara hydro dam dan solar panel atau molten salt.,Selain itu antara hydro dam dan solar panel atau molten salt.,Selain itu antara hydro dam dan solar panel atau molten salt.,"['hydro', 'dam', 'surya panel', 'panel', 'molten', 'salt']","['hydro', 'surya', 'panel']","['salt', 'hydro', 'molten']","['hydro', 'dam', 'surya panel', 'panel', 'molten', 'salt']","['hydro', 'surya', 'panel']","['salt', 'hydro', 'molten']","['hydro', 'panel']",2,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5
15,0,Surya: cons: unreliable cloud coverage.,Surya: cons: unreliable cloud coverage.,Surya: cons: unreliable cloud coverage.,Surya: cons: unreliable cloud coverage.,"['surya', 'cons', 'unreliable', 'cloud', 'coverage']",[],"['cloud', 'unreliable', 'coverage']","['surya', 'cons', 'unreliable', 'cloud', 'coverage']",[],"['cloud', 'unreliable', 'coverage']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
15,1,Nighttime usage need to be covered by energy storage or other power source.,Nighttime usage need to be covered by energy storage or other power source.,Nighttime usage need to be covered by energy storage or other power source.,Nighttime usage need to be covered by energy storage or other power source.,"['nighttime', 'usage', 'need', 'covered', 'energi', 'storage', 'power', 'source']","['energi', 'power']","['nighttime', 'power', 'source']","['nighttime', 'usage', 'need', 'covered', 'energi', 'storage', 'power', 'source']","['energi', 'power']","['nighttime', 'power', 'source']","['energi', 'power']",2,0.25,1.0,1.0,1.0,0.3333333333333333,0.5
15,2,"Angin: as a rule of thumb, equator region have pathetic surface wind, so only viable in some spot (for sea West Java, South Sulawesi) or some mountain valley (need constant","Angin: as a rule of thumb, equator region have pathetic surface wind, so only viable in some spot (for sea West Java, South Sulawesi) or some mountain valley (need constant","Angin: as a rule of thumb, equator region have pathetic surface wind, so only viable in some spot (for sea West Java, South Sulawesi) or some mountain valley (need constant","Angin: as a rule of thumb, equator region have pathetic surface wind, so only viable in some spot (for sea West Java, South Sulawesi) or some mountain valley (need constant","['angin', 'rule', 'thumb', 'equator region', 'region pathetic', 'pathetic surface', 'surface wind', 'wind', 'viable spot', 'spot sea', 'sea west', 'west java', 'java', 'sulawesi', 'mountain valley', 'valley', 'need']",['angin'],"['mountain valley', 'sea west', 'equator region']","['angin', 'rule', 'thumb', 'equator region', 'region pathetic', 'pathetic surface', 'surface wind', 'wind', 'viable spot', 'spot sea', 'sea west', 'west java', 'java', 'sulawesi', 'mountain valley', 'valley', 'need']",['angin'],"['mountain valley', 'sea west', 'equator region']",['angin'],1,0.058823529411764705,1.0,1.0,1.0,0.0,0.0
15,3,South Sulawesi) or some mountain valley (need constant wind speed above 12-14 km/h for reliability).,South Sulawesi) or some mountain valley (need constant wind speed above 12-14 km/h for reliability).,South Sulawesi) or some mountain valley (need constant wind speed above <NUM> - <NUM> km/h for reliability).,South Sulawesi) or some mountain valley (need constant wind speed above <NUM> - <NUM> km/h for reliability).,"['south', 'sulawesi', 'need', 'wind', 'speed', 'h reliability', 'reliability']","['reliability', 'wind', 'south', 'valley', 'mountain', 'speed', 'need', 'sulawesi', 'constant']","['speed', 'reliability', 'wind']","['south', 'sulawesi', 'need', 'wind', 'speed', 'h reliability', 'reliability']","['reliability', 'wind', 'south', 'valley', 'mountain', 'speed', 'need', 'sulawesi', 'constant']","['speed', 'reliability', 'wind']","['need', 'reliability', 'south', 'speed', 'sulawesi', 'wind']",6,0.8571428571428571,1.0,0.6666666666666666,1.0,1.0,0.5
15,4,Hydro: will need to flood large area.,Hydro: will need to flood large area.,Hydro: will need to flood large area.,Hydro: will need to flood large area.,"['hydro area', 'need', 'flood', 'large', 'area']",['hydro'],"['hydro area', 'hydro', 'flood']","['hydro area', 'need', 'flood', 'large', 'area']",['hydro'],"['hydro area', 'hydro', 'flood']",[],0,0.0,0.0,0.0,0.0,0.0,0.0
15,5,"Only viable in some area, would change sedimentation rate in the delta.","Only viable in some area, would change sedimentation rate in the delta.","Only viable in some area, would change sedimentation rate in the delta.","Only viable in some area, would change sedimentation rate in the delta.","['viable area', 'area', 'delta']","['sedimentation', 'area', 'rate', 'delta', 'viable']","['viable area', 'area', 'sedimentation']","['viable area', 'area', 'delta']","['sedimentation', 'area', 'rate', 'delta', 'viable']","['viable area', 'area', 'sedimentation']","['area', 'delta']",2,0.6666666666666666,1.0,0.4,1.0,0.3333333333333333,0.5
15,6,Potential to generate local resistance due to flooding and or perceived disturbance in local river traffic.,Potential to generate local resistance due to flooding and or perceived disturbance in local river traffic.,Potential to generate local resistance due to flooding and or perceived disturbance in local river traffic.,Potential to generate local resistance due to flooding and or perceived disturbance in local river traffic.,"['potential', 'local resistance', 'due flooding', 'disturbance', 'river', 'perceived disturbance local river traffic', 'resistance', 'flooding', 'traffic']",[],"['perceived disturbance local river traffic', 'local resistance', 'flooding']","['potential', 'local resistance', 'due flooding', 'disturbance', 'river', 'perceived disturbance local river traffic', 'resistance', 'flooding', 'traffic']",[],"['perceived disturbance local river traffic', 'local resistance', 'flooding']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
15,7,"Geothermal: only economic in some region, Kalimantan is sad...","Geothermal: only economic in some region, Kalimantan is sad...","Geothermal: only economic in some region, Kalimantan is sad...","Geothermal: only economic in some region, Kalimantan is sad...","['geothermal', 'economic region', 'region', 'kalimantan', 'sad']","['geothermal', 'kalimantan']","['economic region', 'region', 'sad']","['geothermal', 'economic region', 'region', 'kalimantan', 'sad']","['geothermal', 'kalimantan']","['economic region', 'region', 'sad']","['geothermal', 'kalimantan']",2,0.4,1.0,1.0,1.0,0.0,0.0
15,8,Biomass: eco-activist look at you with sharp eyes.,Biomass: eco-activist look at you with sharp eyes.,Biomass: eco-activist look at you with sharp eyes.,Biomass: eco-activist look at you with sharp eyes.,"['biomass', 'eco-activist', 'look', 'sharp eyes', 'eyes']","['biomass', 'activist', 'eyes', 'look', 'eco', 'sharp']","['eco activist', 'biomass', 'eyes']","['biomass', 'eco-activist', 'look', 'sharp eyes', 'eyes']","['biomass', 'activist', 'eyes', 'look', 'eco', 'sharp']","['eco activist', 'biomass', 'eyes']","['biomass', 'eyes', 'look']",3,0.6,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666
15,9,Also obligatory sawit bad argument .,Also obligatory sawit bad argument .,Also obligatory sawit bad argument .,Also obligatory sawit bad argument .,"['also', 'obligatory sawit', 'sawit', 'bad', 'argument']","['argument', 'also', 'obligatory']","['argument', 'obligatory sawit', 'obligatory']","['also', 'obligatory sawit', 'sawit', 'bad', 'argument']","['argument', 'also', 'obligatory']","['argument', 'obligatory sawit', 'obligatory']","['also', 'argument']",2,0.4,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5
